type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_OUT,284701.78,C858125077,0.0,0.0,C1671125822,1725898.32,2010600.1,0.0
PAYMENT,34270.81,C1590972487,53978.57,19707.76,M348766235,0.0,0.0,0.0
CASH_IN,302140.01,C1876931282,10211.0,312351.01,C1335294251,113820.27,0.0,0.0
CASH_IN,39216.86,C781695636,988087.38,1027304.24,C1533329245,1841779.14,1802562.27,0.0
CASH_OUT,178457.92,C111500881,0.0,0.0,C590227722,1109288.02,1287745.93,0.0
CASH_OUT,83659.15,C959327524,132.0,0.0,C979441879,24.16,83683.31,0.0
CASH_OUT,91444.9,C1343218460,42067.0,0.0,C1574652420,69836.73,161281.63,0.0
CASH_OUT,1933.05,C1952961227,3666.0,1732.95,C1955480363,1211195.69,1351600.15,0.0
PAYMENT,8483.33,C707945410,204415.0,195931.67,M2135272880,0.0,0.0,0.0
PAYMENT,3906.39,C1400242258,550768.59,546862.2,M2062360621,0.0,0.0,0.0
CASH_IN,25940.6,C297953249,2220226.88,2246167.47,C543543430,71991.22,46050.63,0.0
CASH_IN,17827.68,C1573044624,2411229.5,2429057.19,C1195550585,26725.73,8898.05,0.0
CASH_OUT,115419.87,C696260727,19454.48,0.0,C130745110,1167310.83,1282730.7,0.0
CASH_OUT,476923.55,C1019287029,6153.0,0.0,C1945083429,0.0,476923.55,0.0
CASH_IN,569642.54,C337780628,17206566.83,17776209.37,C1608760524,2949960.54,2380318.01,0.0
PAYMENT,11085.15,C1211233196,1009.0,0.0,M174801472,0.0,0.0,0.0
CASH_IN,75734.9,C1540427539,7176759.66,7252494.56,C1075238398,3380002.97,3304268.08,0.0
CASH_OUT,1010.51,C318044407,0.0,0.0,C1041638599,1807470.21,1808480.72,0.0
CASH_OUT,123533.38,C867106237,0.0,0.0,C317912004,292040.33,415573.71,0.0
CASH_IN,10447.41,C1325872186,11594360.51,11604807.92,C2125822090,172191.51,161744.1,0.0
PAYMENT,1315.94,C1252634109,184434.83,183118.89,M316614495,0.0,0.0,0.0
CASH_IN,103194.67,C2135305621,4645907.6,4749102.27,C2028163722,202803.42,99608.75,0.0
CASH_OUT,64271.27,C514414505,76775.0,12503.73,C1865324795,674882.33,739153.6,0.0
CASH_OUT,160268.28,C1483868130,40312.0,0.0,C1385379887,1100508.87,1260777.14,0.0
CASH_IN,201249.09,C1738889708,6468425.66,6669674.75,C1016811976,651591.01,450341.93,0.0
CASH_OUT,488005.67,C757062889,0.0,0.0,C2047706043,3339666.46,3827672.13,0.0
PAYMENT,6346.33,C941073878,957885.29,951538.96,M921279438,0.0,0.0,0.0
PAYMENT,21196.63,C984015521,0.0,0.0,M875127369,0.0,0.0,0.0
CASH_OUT,380017.8,C1685941553,0.0,0.0,C1587595856,429296.44,809314.24,0.0
CASH_OUT,221762.84,C553463530,0.0,0.0,C614438306,1639013.32,1860776.16,0.0
CASH_OUT,123898.16,C219289164,12360.0,0.0,C297242295,101111.97,225010.13,0.0
TRANSFER,1487527.13,C373595543,0.0,0.0,C2132084369,1683097.8,3136138.84,0.0
CASH_OUT,214070.48,C1778141675,43396.0,0.0,C1433627902,3256496.81,3470567.29,0.0
CASH_OUT,52422.17,C14237115,306695.0,254272.83,C1566653742,3149315.06,3201737.23,0.0
CASH_OUT,334011.97,C1818164453,0.0,0.0,C1379289710,2172074.93,3212032.09,0.0
TRANSFER,861264.96,C302747204,0.0,0.0,C1049661557,4675482.07,5536747.03,0.0
PAYMENT,1975.53,C1153972225,51632.0,49656.47,M852459993,0.0,0.0,0.0
PAYMENT,41127.18,C1339375409,0.0,0.0,M1491965362,0.0,0.0,0.0
PAYMENT,16361.83,C1902235708,0.0,0.0,M499827766,0.0,0.0,0.0
CASH_OUT,275260.56,C379542063,34041.0,0.0,C1356972918,895708.59,1170969.15,0.0
CASH_IN,353041.56,C2063901074,627300.92,980342.49,C2090816448,1452146.25,1099104.68,0.0
PAYMENT,12129.28,C1768902990,90171.44,78042.17,M1635082388,0.0,0.0,0.0
PAYMENT,3388.58,C645254205,0.0,0.0,M254510292,0.0,0.0,0.0
PAYMENT,27153.28,C923423268,0.0,0.0,M329930427,0.0,0.0,0.0
CASH_OUT,12377.02,C1404289222,0.0,0.0,C758606030,517023.66,601725.75,0.0
PAYMENT,29420.16,C1645828999,131119.79,101699.63,M1178672399,0.0,0.0,0.0
PAYMENT,17298.94,C1183153618,0.0,0.0,M274308120,0.0,0.0,0.0
PAYMENT,5448.37,C602991146,30270.0,24821.63,M520290912,0.0,0.0,0.0
PAYMENT,11160.11,C1459481695,1903.0,0.0,M273299371,0.0,0.0,0.0
CASH_OUT,76183.58,C1921583225,101.0,0.0,C1006135766,0.0,76183.58,0.0
CASH_OUT,372436.37,C46242600,214.0,0.0,C1960547073,450525.67,822962.04,0.0
PAYMENT,31440.89,C1075202233,0.0,0.0,M2132662013,0.0,0.0,0.0
CASH_OUT,123151.42,C1046969084,0.0,0.0,C751458453,360455.01,902737.67,0.0
CASH_OUT,239929.37,C1218696381,0.0,0.0,C875006090,4515271.36,4755200.73,0.0
CASH_OUT,95672.91,C2031272869,0.0,0.0,C1402466017,3455373.31,3551046.22,0.0
CASH_OUT,91962.34,C946822317,0.0,0.0,C1165560749,94013.59,185975.93,0.0
TRANSFER,109080.12,C1684390606,2063.0,0.0,C607160349,0.0,109080.12,0.0
CASH_OUT,50658.48,C1105455698,5020.0,0.0,C1014200215,645.0,51303.48,0.0
CASH_IN,82.2,C1601376276,66896.0,66978.2,C1176240630,429.0,0.0,0.0
PAYMENT,18454.14,C1720437236,11185.0,0.0,M1665237669,0.0,0.0,0.0
PAYMENT,16926.51,C964731866,0.0,0.0,M1616476729,0.0,0.0,0.0
CASH_OUT,286520.58,C1523834959,0.0,0.0,C1792131307,1523281.86,2323599.49,0.0
CASH_OUT,34233.06,C1501860495,0.0,0.0,C1674077443,541120.85,575353.91,0.0
PAYMENT,207.37,C716584559,26694.45,26487.08,M712389842,0.0,0.0,0.0
CASH_OUT,134668.83,C35359933,29889.0,0.0,C1122143607,1226549.56,1361218.39,0.0
CASH_IN,269486.25,C67416085,10369220.16,10638706.41,C2085432393,5021258.98,4751772.73,0.0
CASH_OUT,199626.08,C1880283076,0.0,0.0,C2119844630,352987.45,434225.58,0.0
CASH_OUT,319559.08,C516909312,0.0,0.0,C810370014,351650.16,671209.24,0.0
TRANSFER,640591.8,C1723021637,0.0,0.0,C402767633,2269233.2,2909825.0,0.0
TRANSFER,457197.49,C1737727390,0.0,0.0,C1828115112,3677255.08,4134452.58,0.0
CASH_IN,651446.72,C1057747029,4665514.8,5316961.52,C1347516418,744413.05,92966.32,0.0
TRANSFER,530695.64,C1102143047,0.0,0.0,C1707395681,1742035.26,2272730.9,0.0
PAYMENT,46250.53,C673398627,120552.7,74302.17,M1573901523,0.0,0.0,0.0
CASH_OUT,206128.4,C577794483,309437.0,103308.6,C1856928859,0.0,206128.4,0.0
PAYMENT,631.15,C1272362886,0.0,0.0,M1729640675,0.0,0.0,0.0
PAYMENT,6953.24,C1457178042,42172.0,35218.76,M286482106,0.0,0.0,0.0
PAYMENT,24288.31,C1810600419,1015.0,0.0,M1894204624,0.0,0.0,0.0
CASH_OUT,294364.98,C968307021,5095.0,0.0,C817628999,0.0,588219.6,0.0
PAYMENT,5145.13,C255483665,0.0,0.0,M986957793,0.0,0.0,0.0
TRANSFER,589298.44,C1769844582,226176.0,0.0,C823867360,0.0,589298.44,0.0
CASH_IN,177761.7,C86563302,81120.0,258881.7,C12257884,367163.08,189401.37,0.0
TRANSFER,1068748.51,C77844091,59334.38,0.0,C1147257521,1849995.29,2918743.8,0.0
CASH_OUT,81427.42,C1770699741,472.0,0.0,C457652759,0.0,81427.42,0.0
PAYMENT,7545.08,C1508882756,571838.0,564292.92,M947206320,0.0,0.0,0.0
CASH_OUT,106139.02,C1819832513,254924.0,148784.98,C571679135,0.0,106139.02,0.0
PAYMENT,7010.78,C424015685,24824.0,17813.22,M300622247,0.0,0.0,0.0
CASH_OUT,93704.09,C1763617550,0.0,0.0,C437051039,727127.89,820831.98,0.0
PAYMENT,8247.63,C1418819180,0.0,0.0,M1658282985,0.0,0.0,0.0
TRANSFER,431941.04,C1150305759,0.0,0.0,C1502138758,1165277.63,1597218.67,0.0
TRANSFER,449968.52,C1911457297,173.0,0.0,C1257952957,9437.78,408933.49,0.0
CASH_OUT,103808.09,C598920038,0.0,0.0,C100620904,147668.97,251477.06,0.0
PAYMENT,17718.87,C245409912,57990.0,40271.13,M117244708,0.0,0.0,0.0
CASH_OUT,122377.68,C1632677830,211812.91,89435.23,C1394526584,223900.19,618730.52,0.0
CASH_OUT,153114.19,C2060947650,373101.0,219986.81,C1790966445,292500.32,445614.51,0.0
CASH_OUT,91743.2,C1063868533,0.0,0.0,C193408250,272888.32,244489.74,0.0
PAYMENT,26007.75,C2085685583,0.0,0.0,M12010900,0.0,0.0,0.0
CASH_OUT,68858.63,C1824071779,12113.81,0.0,C1393554309,802251.7,871110.33,0.0
CASH_OUT,224382.15,C1550350483,0.0,0.0,C1647967894,1995238.52,2219620.67,0.0
CASH_OUT,33599.26,C1688181939,30045.0,0.0,C1065153623,1072352.85,1105952.11,0.0
CASH_OUT,138645.49,C1098855237,39614.0,0.0,C1903785941,7585522.42,7836911.11,0.0
PAYMENT,14484.82,C342411123,1298.0,0.0,M1099651276,0.0,0.0,0.0
PAYMENT,32554.62,C1581843478,19513.0,0.0,M1967984788,0.0,0.0,0.0
CASH_OUT,101894.67,C1161445204,143816.0,41921.33,C1330584379,117011.81,218906.48,0.0
CASH_OUT,286053.22,C777874314,215278.0,0.0,C2097546643,690815.27,976868.49,0.0
PAYMENT,2962.8,C1313573962,73.0,0.0,M2000958010,0.0,0.0,0.0
PAYMENT,15180.35,C1464648798,0.0,0.0,M567111222,0.0,0.0,0.0
CASH_OUT,230590.12,C1348526223,9216.88,0.0,C1132931424,1273957.19,1504547.32,0.0
CASH_OUT,277481.38,C1544576177,0.0,0.0,C657385546,374283.19,810562.05,0.0
CASH_IN,176174.96,C314408684,81081.0,257255.96,C1750768350,1730813.24,1554638.28,0.0
CASH_OUT,23824.51,C459264953,351657.0,327832.49,C1924576662,361350.7,385175.21,0.0
PAYMENT,4893.67,C1560226342,31449.0,26555.33,M1592145676,0.0,0.0,0.0
CASH_IN,107896.63,C1519172086,1295417.29,1403313.92,C834658793,645478.08,537581.45,0.0
PAYMENT,10841.36,C1849223824,0.0,0.0,M1742568653,0.0,0.0,0.0
CASH_IN,129833.01,C1605183139,10984661.36,11114494.37,C894668219,283808.22,153975.22,0.0
PAYMENT,1369.4,C577411,13491.0,12121.6,M1667927615,0.0,0.0,0.0
CASH_OUT,209978.3,C1517988633,0.0,0.0,C913844805,383352.15,593330.45,0.0
PAYMENT,5745.74,C1249859554,12706.0,6960.26,M2074484296,0.0,0.0,0.0
PAYMENT,34605.8,C112911440,0.0,0.0,M533380439,0.0,0.0,0.0
CASH_OUT,4652.62,C91877121,22199.0,17546.38,C1919764117,5486977.16,5491629.77,0.0
CASH_OUT,87369.74,C270299971,7065.0,0.0,C4501028,61289.0,148658.74,0.0
CASH_OUT,385494.94,C1669348272,0.0,0.0,C1069895026,941344.69,1326839.63,0.0
CASH_OUT,207147.95,C834916439,10723.0,0.0,C864975981,506378.0,612119.13,0.0
CASH_IN,270725.86,C665357911,20350.0,291075.86,C1778875325,0.0,0.0,0.0
PAYMENT,10366.08,C29656688,333.0,0.0,M991683776,0.0,0.0,0.0
CASH_IN,156192.0,C1042551851,15312.0,171504.0,C129906867,43431.33,0.0,0.0
PAYMENT,4427.86,C1968861252,101.0,0.0,M1642361555,0.0,0.0,0.0
CASH_OUT,37748.61,C490140017,73.0,0.0,C146134851,0.0,37748.61,0.0
CASH_OUT,232509.68,C612277350,203489.15,0.0,C613330895,11931.0,244440.68,0.0
PAYMENT,1833.84,C763069612,22996.0,21162.16,M1173103884,0.0,0.0,0.0
CASH_OUT,414716.3,C152714749,101735.0,0.0,C1404803446,736805.63,941167.7,0.0
PAYMENT,65385.12,C1637645868,12251.0,0.0,M1992270252,0.0,0.0,0.0
CASH_IN,119643.85,C1630981433,20073.0,139716.85,C969795505,122252.37,2608.52,0.0
PAYMENT,49001.06,C475993846,2202.0,0.0,M802116475,0.0,0.0,0.0
TRANSFER,661166.26,C1969096598,12602.0,0.0,C1973103716,1562130.32,2223296.58,0.0
PAYMENT,13337.1,C443639947,130435.57,117098.46,M1595798625,0.0,0.0,0.0
PAYMENT,13840.23,C1564854171,117150.0,103309.77,M2141878565,0.0,0.0,0.0
CASH_OUT,214747.4,C774965398,66869.0,0.0,C587433505,16834.0,202287.16,0.0
PAYMENT,22614.13,C1308738050,0.0,0.0,M991871328,0.0,0.0,0.0
CASH_OUT,36923.26,C550407255,14556.0,0.0,C813940005,1564.65,38487.91,0.0
CASH_IN,107483.02,C1954896111,166.0,107649.02,C2024783856,381570.01,274086.99,0.0
CASH_IN,276274.9,C515775249,3764040.89,4040315.8,C1761162182,3326744.15,3837239.02,0.0
PAYMENT,29309.43,C1333069569,0.0,0.0,M60062765,0.0,0.0,0.0
PAYMENT,14456.98,C914268482,270713.14,256256.17,M860742830,0.0,0.0,0.0
CASH_IN,89671.41,C226181706,2900339.13,2990010.54,C623388952,2641671.56,2552000.15,0.0
PAYMENT,78.0,C648578268,402543.68,402465.68,M414585618,0.0,0.0,0.0
CASH_IN,120216.93,C1395668510,8838947.54,8959164.47,C1504614735,393414.64,273197.71,0.0
PAYMENT,33657.09,C126096820,21475.0,0.0,M1802029803,0.0,0.0,0.0
CASH_IN,243821.18,C10962344,69435.0,313256.18,C1351855997,57292.81,0.0,0.0
PAYMENT,8112.61,C404819568,0.0,0.0,M135062801,0.0,0.0,0.0
PAYMENT,5310.67,C1968127984,0.0,0.0,M1444644213,0.0,0.0,0.0
